"filename", "language", "JSON", "JavaScript", "YAML", "XML", "TypeScript", "JSON with Comments", "Docker", "Markdown", "Prisma", "MS SQL", "TypeScript JSX", "PostCSS", "HTML", "comment", "blank", "total"
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\dist\index.d.mts", "TypeScript", 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 40, 15, 656
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\dist\index.d.ts", "TypeScript", 0, 0, 0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 40, 15, 656
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\dist\index.js", "JavaScript", 0, 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 394
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\dist\index.mjs", "JavaScript", 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 353
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\package-lock.json", "JSON", 1937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1938
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\package.json", "JSON", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\constant\error.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 54
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\index.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\job.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 47
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\loginVerify.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\login_regist.schema.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\login_regist.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\project.schema-form.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 44
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\project.schema.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 78
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\project.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 44
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\resume.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 44
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\serverDataFormat.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\skill.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\types\sse.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 22
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\src\utils\md_json.ts", "TypeScript", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 37, 31, 225
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\packages\shared\tsup.config.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\pnpm-lock.yaml", "YAML", 0, 0, 20179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4758, 24937
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\pnpm-workspace.yaml", "YAML", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\scripts\create-dependency-graph.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 24
"c:\Users\user\Desktop\项目：简历到offer\prisma-ai\scripts\dependency-graph.svg", "XML", 0, 0, 0, 1415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 284, 1, 1700
"Total", "-", 2386, 834, 20290, 1417, 8331, 71, 30, 343, 72, 22, 6877, 771, 21, 2589, 6847, 50901
